,MEblack,MEbrown,MEchocolate,MEcoral,MEdarkred,MEdarksalmon,MEfirebrick,MEgainsboro,MEindianred,MElightcoral,MElightgrey,MElightsalmon,MEmaroon,MEorangered,MErosybrown,MEsaddlebrown,MEsalmon,MEseashell,MEsilver,MEtomato,MEwhite,MEwhitesmoke
ACH-000047,0.004788561021657989,0.010930251242628641,0.0165867293721104,0.9791429850550056,0.006024483055898909,0.006003410743437701,0.005777112002827667,0.02966600448459585,0.02484562084683945,-0.00017128931948497388,-0.023504249747272,0.08631296225885447,0.0810750575970091,0.07731317902235672,0.004372639502107944,0.008848159801224935,0.015434290110747064,0.004722633938490325,0.002574960466896512,0.041648475851186396,-0.025659347728883036,0.031694567850122854
ACH-000835,-0.002892935305459351,0.021247234703273513,-0.006092368033188626,0.008202041190528815,-0.0012226005056666525,0.0013926175480610328,-0.006183313906413784,-0.02507895375115268,-0.0028617431932098816,-0.0023077349202721992,0.08149111301394721,-0.0029434046045986864,0.00827592358828902,-0.0026846515772565955,0.00583244186991596,0.000921238484155187,-0.0162356291745137,-0.006558064321887322,0.013239802373090019,0.01944456013736863,-0.005736200009294183,0.025667699311906995
ACH-000081,0.0029067642750280624,0.0229507236652248,-0.004781146700128812,0.00812159099118642,-0.005094291426233701,-0.002021109305363987,0.05991856576499245,-0.03554589696296444,-0.0014172518260177481,0.022846177285791424,0.08070197649933582,0.03785873870457503,0.03045007248873397,0.026350761453166737,0.00547145212761396,0.002044220783481136,-0.005517759763312244,-0.004632597991276958,0.09481713691953383,0.003980197998173453,0.002412377827800348,-0.03737214095265372
ACH-000756,-0.00272488022980762,0.017381232082902178,-0.005078485433331797,-0.00023881582973160967,-0.009770745976292081,-0.003870182767066652,-0.006172534339346314,-0.02548278308364924,-0.005413641364939921,-0.008582552885824128,0.06579213314371418,-0.0051921718442920406,0.014951960238347627,-0.0017867818796437277,-0.002740772656902723,-0.0020976206255765638,0.0008347755945747784,-0.0038055262559708192,0.0007136542034954273,-0.004918560756963279,-0.01051200888558763,0.02795813591566563
ACH-001344,-0.006495346348873925,-0.01418881373385198,-0.0077138882026541915,-0.007981109863587946,-0.008335962168990426,-0.00562298365429559,-0.008809259907472802,-0.03266822207337513,-0.010168003689056798,-0.006373608926978599,-0.04405249632760409,-0.0035372723291449922,-0.04084773962345819,-0.010399859420699833,-0.0015261619737060943,-0.0057471256268296165,-0.006467307628525516,-0.003420486357428775,-0.034450379665951915,-0.009722524666329481,0.007633061142461787,0.01445821719304025
ACH-000102,-0.0038184317277151344,0.0017574117855587855,-0.004842637412511945,-0.0013081412700809006,-0.002451215081579401,-0.004146228968724308,-0.0033263522623549983,-0.010836501584201928,-0.0007490006108879959,-0.004284527880876374,0.00660930881463776,0.0019417209790151453,0.022087029417921875,0.005140366731048562,-0.003025683418648742,-0.0006074713073047856,0.0006130539233792036,0.0005632396660782143,-0.0019897787689301034,-0.00428388949541794,-0.015113170709230912,0.05199947943059213
ACH-000027,-0.002164466989957135,0.01536988587573455,-0.0022218089467507963,0.00957239738427577,-0.0028080747577052373,0.0030492690660500576,-0.003631085143634927,-0.011971206966765067,-0.0011249633297827537,-0.003975269315897517,0.04576004710466318,0.0006693808375721647,0.021390996229490027,-0.0015903615406465865,-0.001775516576328889,0.0038661250067452435,0.009124941573461328,0.004331137259712641,0.002348598379721711,0.0025534653286898657,-0.014896015948334534,0.04241267029782083
ACH-000982,0.007257486267710153,0.005641427249962884,0.002518836240166668,0.00602854943791657,-0.004481179848727109,-0.0029045210439614857,-0.0005538642970480341,0.053202106191340456,-0.005337170805628377,-0.003816694002421189,0.029080508810464062,0.0019578549621616006,0.025952864380854358,0.004654436239556867,-0.0042810317312117355,-0.004248546249257592,-0.0041777759567370055,-0.003762827324179914,0.007220494434238647,-0.002868924647097177,-0.0002934624022872192,-0.007904170680005493
ACH-000073,-0.0014425237061755644,0.02179698068588631,0.0015534768716252334,0.0054688721663430475,-0.005558156708736187,-0.004339557394408098,0.010697874356367943,-0.039501477883024466,-0.004695561375960678,0.013655682912181095,0.08215788209766724,-0.001002528340142354,0.02411235491325898,-0.002053994259590592,0.014199283906480436,0.013737864313834157,-0.01052499986725463,0.0025836332563649545,0.1111565940642587,0.0053349069992852,0.0017794614901419138,-0.042967468187448524
ACH-000746,-0.0024074573536994916,-0.005438456190026431,0.016122440223421835,-0.0026080550280380872,-0.005331536822906663,0.0014977449226753533,-0.00716772982406447,0.009895781977878503,-0.004389878792252589,-0.0011407452483677633,-0.007525040983311227,-0.00832635372659289,0.010898941525433503,-0.004775456781415788,-0.0013690637219191885,0.000279797415743706,0.009963614782045757,0.004464757208225909,-0.006944988502919755,-0.004221166625404246,0.007638273571971884,-0.009571802228621971
ACH-000485,0.0055114508771364,-0.008073904517545229,-0.005788995478077002,-0.0028840033455489363,-0.009242603330021137,0.0020003666485036205,-0.010068049805934126,0.05075569835166365,-0.010728526515213296,-0.00941469887963477,-0.02074740566591495,-0.0012871429266298816,-0.03619247638363993,-0.0002406775137611807,-0.005208763457421276,-0.005507565425493533,-0.022615038441539004,-0.008955547845818815,-0.02111448215143482,-0.008917986763817103,0.0017268415238804644,-0.03196226986507579
ACH-001346,-0.004155685342039893,-0.014148173644809003,-0.004237749589427607,-0.005995520661444321,-0.008697168211428598,-0.005220211638996417,-0.008142482300482526,0.030985768044377752,-0.00720452861064414,-0.008353859957792493,-0.05409449087114179,-0.004144599426704172,-0.04028364880684032,-0.006914935451798329,-0.004650029654522517,-0.00481027574550301,-0.022199881953697227,-0.00852110555497692,-0.02788419114565849,-0.008959558526782053,-0.010333398685299559,0.0013235299589051048
ACH-000389,-0.00385152312968859,0.021768147942133775,-0.00192231216833433,0.0039351138792809,-0.00609573674665688,0.005150838979925745,-0.0035137091070381226,-0.014804025192363478,0.008412593654658207,-0.004783839588632243,0.07276033101900829,-0.004048638867839725,0.015353037697523612,-0.0028302224129363065,0.02162862418739694,0.006168111752568614,0.006079125953645545,-0.0037984564232504607,0.01442656880207307,0.006444217614880815,-0.00028552117803455884,0.033481603938835924
ACH-001310,-0.004712619301981025,-0.0029030948008035686,-0.00898638662647408,-0.006430936773174405,-0.006772074639966391,-0.00401920520673335,-0.008274457215135351,-0.013843341671958788,-0.009721272935430228,-0.007126727054385624,-0.001965379945831043,-0.010163255253968028,0.0069268781242674835,-0.009816362599006045,-0.006119992748817675,-0.004647751137721731,-0.005545255773739108,-0.008260604238332466,-0.009634594518502512,-0.011055145849086179,-0.005412671859202914,0.04990430451464041
ACH-000843,-0.005135069821078238,-0.0004859700125507854,-0.003282239773320582,0.005092306061713647,-0.0052329151890249635,-0.0017137489827647567,-0.0032023593391066747,0.014897812914670457,-0.0017754242922786102,-0.00628281514123155,0.014024444352832134,-0.0032673927780618316,0.014422865245845585,-0.0002828552972873637,-0.005764031014442898,0.0005208342310950631,-0.00946890162399822,-0.007475026150859463,-0.010931598704353777,-0.002484173046851178,-0.001609161648336975,0.001778122831154888
ACH-000374,-0.00901803069675584,-0.0011785362384525535,0.0030580246735006774,-0.003399528699262543,-0.00045021336483024835,-0.004270646294640173,-0.002815561696397215,0.0352058995850513,0.0005359091205955794,-0.005216472039511944,-0.01371419709997823,-0.004517188928800626,0.027761795853264125,0.004264338843495834,-0.0012447981487137953,0.0039302219924068045,0.00045950592494919886,-0.001196092194137825,-0.003988279310521041,0.005308292024787196,-0.017088077905532413,0.019225444533418935
ACH-000578,0.012940081968975212,0.021273139752164334,0.015316687552606052,0.012684902755303968,-0.0032728466714236656,0.0028213870878038907,-0.0022061622507016593,0.040218226015178965,0.0006140154530673863,-0.005480084894326116,0.061607525597976304,0.00011948805065278652,0.031171855636610696,0.011924625277480502,0.0012110677986040936,-0.0024006557065228795,0.00559607254694949,-0.0031348590197322105,0.01645810998186396,0.006348957315276112,-0.010209751521985368,0.03625772549118986
ACH-000111,0.0001860501576849719,0.005442644848104318,0.018448440705950437,0.005873373863430075,-0.006650248253026456,0.012130567057103515,0.005044997288658036,0.02465853165774601,-0.0015468434233197382,-0.0035603585791230095,0.023791094159102216,0.009256833189425759,0.021834104154880397,0.002794601082250938,0.021493473985215585,0.004517366392578787,0.011469930116042604,-0.0010620228905837358,0.003357894264961755,0.0009609343195443728,0.0029621238066022335,0.0030780837557671968
ACH-000868,-0.003761623403381373,0.011070163374368726,0.005265033402649663,-0.002912722154474908,-0.008317026197315823,0.009725215592284944,-0.004570241360865513,0.031343521273968014,0.0014994234979855427,-0.005325257397044268,0.04872880243822292,-0.005953036929352017,-0.024246984573284038,-0.004632620115318764,-0.004271757261887826,-0.005470307608106497,-0.007197796535004536,-0.0012274455459943968,-0.0009520914466159525,-0.004223512856527729,-0.016131837572856116,0.0028511672318744627
ACH-000901,-0.0038823157204695624,0.02365954459544603,-0.0022540628607494117,-0.000833421908150574,-0.002057716270416445,-0.0017431704713948349,-0.006404017678634652,-0.020434543557944315,-0.003183256117255296,-0.003932039172403205,0.07810762240720835,-0.008139280388818525,0.008762344680567594,-0.0021100259055521625,-0.005522784045972457,0.0009133431919977463,-0.006351738883733414,-0.005028852614145539,0.013066680812008956,-0.0051062971029835315,-0.003959415887722268,0.030203309882754388
ACH-000699,0.0010673219577339351,0.001100436286699159,0.0034381272584257023,-0.0028529499968644127,-0.004358132572691261,-0.0024961656825457463,-0.0055673120387533985,-0.006990095403246216,-0.00258419803257825,-0.00018157833340776142,0.018725976865613503,-0.0008339092910675982,0.015578834638391173,0.0012491893902639554,-0.0043546423921278716,0.0005802367149783375,-0.0035358618893722446,-0.004031989391068202,0.003629330121477134,0.00025042561177561224,-0.00523616461560454,0.025582817270095003
ACH-000277,0.001382199089667493,-0.005844406293814219,0.03689266467772009,0.009887332570640239,-0.005997301971998217,0.0142922238451566,-0.0036193236511488347,0.04128617973170537,-0.003344245277909006,-0.00496313049348361,-0.024000225128512607,0.0042507972323860025,0.007539928358868909,0.009090583380417672,-0.0024227523055928664,0.010474129991879633,-0.005682561038996235,-0.004509230355697902,-0.020615789562840905,0.004292107649915102,-0.013495890215523464,-0.006198613332808983
ACH-000352,0.00634793667470736,0.023359871844003927,0.08512126340561282,0.0005681017780967937,-0.007149582653327313,0.006763752025987228,-0.0019442829264770941,0.041455278206472435,0.0035115887814074157,0.00787718901382298,0.07345765718081454,-0.0007583347719900699,0.02443739608864662,0.012361613773462624,0.009930621669765747,0.005877844509045979,0.0068971364928349516,0.0030000706769008866,0.009923616436239976,0.014188617404336112,-0.0024662631659385956,0.0025250803165959386
ACH-000891,-0.005426925977541398,0.02065432997590671,-0.004797016011268698,-0.004549218939201477,-0.005914536280609957,0.016015259962558162,-0.006858501131644122,-0.007267385820595907,-0.000992339993519393,-0.0035709622387421172,0.08067267216403001,-0.00882550788941266,0.015225572496460928,-0.007346766800930386,-0.0038069867308841666,-0.005044838189829747,-0.0018004159114736547,-0.006875169928940729,0.01099833403737368,0.002374106177613896,-0.0071836316095941115,0.02831563898066754
ACH-000349,0.0036941830835199945,0.020816252148613986,0.13153596587304411,0.011441072583266907,-0.0057344886860044774,0.011871398504350192,8.321628224530189e-05,0.037536668677254935,0.0005125899519564059,0.005782123012912226,0.07277756243128544,0.010177589397228001,0.041571055656696144,0.01696245325735125,0.007320975469254111,0.026715922159741428,0.015684604372525817,-0.004645161263723416,0.014126969710559246,0.018329927608694115,0.0046954098933751414,0.007190151251927785
ACH-000930,0.004175655097649146,0.01736299177845373,0.0008027293080451561,0.005831783093078165,-0.004541256532395599,-0.0014410475194198524,-0.0027614943723339508,0.011379508472891106,-0.005472780198451401,-0.005969407219871227,0.05702603332231355,0.001073122559582316,0.016418392821935836,0.00115074588749054,0.002376994085284933,-0.0031044097333091636,-0.0004505695726400767,0.0038997965547677613,0.005959839387235159,0.010431165978444098,-0.01566618379937538,0.012236926435156678
ACH-001078,-0.003968488098788419,0.01171410177368069,-0.002327000321054534,-0.005059501382338495,-0.00811106892227963,-0.003742080521072805,-0.00760272598016156,0.05741587842988691,-0.004954420265467066,-0.009135801916245722,0.05500305421300715,-0.007905570721814161,-0.05077606558557369,-0.006468138355177774,-0.005733160812713734,-0.004425519321343047,-0.022744493027265895,-0.008161605204014355,-0.0012308975816634326,-0.009857140063143243,-0.007001299060055961,-0.031118233381270042
ACH-000196,0.0017581252844176222,0.025819910749962607,0.00767999429504503,0.014512773585682192,-0.006359867422225502,0.004188367647576158,-0.00483066116966891,0.0274974474855114,0.002546897838738555,-0.0008387630800308436,0.09196905725606142,0.00887305202602707,0.014346116837037922,0.01670720476455279,-0.004840116413917193,0.004644730827875212,0.0027708929909207617,-0.0012265216341192384,0.01180467665694678,0.008265015726319071,0.005275593102532924,-0.019834199647200408
ACH-000878,-0.004676693447913792,-0.003228434599205209,-0.00496006410238598,-0.00025866380312243847,-0.008483682406483001,-0.0031414428622664613,-0.007995906373797788,0.00963869881556517,-0.005529215611136431,-0.007673858131193722,-0.0037675931570500545,-0.006331469261057876,0.007809517178657611,0.0005382422378002433,-0.0019344500761875525,-0.0017770948703016178,-0.015956647667987944,-0.00965421390968712,-0.013201549138940708,-0.008417003082811344,-0.011032556680659633,0.014624602205539424
ACH-000624,-0.00485030491579716,0.006788393931258624,-0.001146671674832359,0.0005308212862568388,-0.006184020750818092,0.0042142155044029945,0.0013988500588259104,0.028840498136726043,-0.003495149666384795,-0.0008491894121090746,0.030252178705304843,-0.0031702358977559546,-0.047777516289540745,-0.0037554842091929957,0.002784826253990113,-0.0006479956073230598,-0.013611816886297435,-0.006382621303596643,-0.006528449024613052,0.005048777031187003,-0.01692978312500042,-0.024710976245296584
ACH-000712,-0.002456685576403513,0.01427859013797921,0.0012288009288463433,-0.0013263145568179829,-0.0038750446988025018,0.022833575266972723,-0.0024086981743663767,0.0339249149384025,-0.005096356209689217,-0.007193845686371406,0.05804091808405075,-0.0030183021771823266,0.022005991569865137,-0.0030947839876677053,-0.004740875144361102,-7.587806638362659e-05,0.049009053135062396,0.0050682614395604585,0.012257455470394233,-0.0032321633217500673,-0.008442527812979767,0.0002489875783408746
ACH-000223,-0.0012111731361515812,-0.0033958330349088493,0.00247080151750944,0.006548101128269385,-0.002689920106934093,-0.001894898596030963,-0.004641196156760492,0.058735260354583714,0.0010753936011822967,-0.002621497617178808,-0.010258301735895065,9.623322548405517e-05,0.015663539137752362,0.0017255597135847288,-0.005269923235412987,-0.0015028103558297672,-0.007004716700882587,0.001775989557894631,-0.004477004427666635,0.012506120242086628,-0.014327587091713976,0.016822178951741498
ACH-000859,-0.008320378439788568,-0.0007846967423095661,-0.0018418403684757109,-0.003506558607078686,-0.005066211388463354,-0.003826244475481859,-0.0029889544590951983,0.04688676634559118,-0.006223966070593986,-0.00590520576360472,0.0010665385720186114,-0.004679115824422368,0.013795912528861042,-0.0020943357345921563,-0.004611928198684047,-0.004009999051299204,-0.01151955537416469,-0.0068053665900381114,-0.010269293841231084,-0.008115017401554294,-0.01292460072169356,0.017245611028583456
ACH-000725,0.004430137107846125,-0.005759041867168237,0.042951571144662096,0.000495475646391954,-0.007304731032189231,-0.0030222574705710717,-0.005028288904441463,0.04381960158194683,-0.004341629867421631,-0.00298465460066063,-0.02267330115622973,-0.00019848748020567523,0.010707190136038826,-0.0034498806937246643,-0.0010698634193643977,0.0028342191375542005,-0.0028442702158936314,-0.0047986530719051484,-0.018352999167129787,-0.0020503585374672044,-0.023229152951434396,-0.0014479997890440752
ACH-000314,-0.006116749497388027,-0.0038461059858966866,-0.00503999981331194,0.0007205115535517622,-0.004926505191752885,-0.00513317543442216,-0.008959705926808793,-0.008539245060385139,-0.006207634663594205,-0.0075484665515081935,-0.004052699986844386,-0.007448802746809482,0.004475347409579909,-0.004680854398047046,-0.004112206260580245,-0.004915945471317649,-0.00789811655306106,-0.007102170178609919,-0.010523101585151903,-0.005641541166405842,-0.006419103693849849,0.028808302509138146
ACH-000691,-0.001322897284915426,-0.004728916761394851,0.0030592113243321107,-0.0009114330067779797,0.005679007604305536,-0.005061225052193874,-0.005829000320732735,0.024090746977746713,-0.005763246771659899,-0.0058086387616435526,-0.007955721710105692,-0.00013873776283711926,-0.0010716120964157452,-0.0012475755268993949,0.0017972595612594988,-0.0006108066028823028,-0.0016588027845035383,-0.0014698842248642983,-0.011087975548963203,-0.0011673039194630948,0.0007859920258607736,-0.01639571401456513
ACH-000755,-0.0009269699057090172,-0.010198514950348436,0.006667321132932663,-0.004295700125907935,-0.007054912991740903,-0.00050008144088448,-0.010712757606381218,0.028285077294573427,-0.00738392025593012,-0.01014726970671662,-0.025527851539483754,-0.0075453219515263245,-0.04483221590025242,-0.0025641124277530954,-0.00540995497497896,-0.0032800095676360284,-0.017313209088253765,-0.008905239803199343,-0.031706678361541465,-0.008665725995349297,-0.0044468824227349435,-0.03275457619346702
ACH-000731,-0.004127456894287128,-0.0070073670803788716,-0.006938542901661817,-0.006527150580629534,-0.008529719503769361,-0.0036039406375249754,-0.009021679902191881,-0.003644773483177547,-0.00706701432356092,-0.008790441096371457,-0.01952552253120307,-0.010464624652498613,-0.021323467897219995,-0.00926558707638628,-0.00592236525058785,-0.0046408723814387294,-0.013185035909917901,-0.006474866561183737,-0.02157016056125618,-0.006491269536961039,-0.014781264903669942,0.03044034147706947
ACH-000143,0.006831744609774269,-0.0044989102197005955,-0.0037650068599640097,-0.0023947254491763067,0.0051021599396300025,-0.0014848775770828458,-0.007130840315579302,0.003812461730829018,-0.009845343733773118,-0.008418925133050106,-0.0008708205170815661,-0.00518286478487928,0.00023462617795761543,-0.0029460666308277752,-0.004300882687797164,-0.005154396196831769,-0.004384040682811511,-0.005866166372428488,-0.017368637649945638,-0.006851432244994108,0.009359284731375806,-0.025063833331197674
ACH-000975,0.0070521089577482935,-0.006693819524627355,-0.0030178228564733283,-0.005443943808079425,-0.008368715617096534,-0.0046263500289526055,-0.004545877911244343,-0.014647135851160835,0.0033914732373641504,-0.005547011474833011,-0.01865829342663922,0.004827454480730717,0.0004160824680469025,-0.0005874603061673739,-9.437668723058553e-05,0.0028681982340204187,-0.005286853637612281,-0.0042344472117018155,-0.01790933076696724,-0.005309229924199012,-0.013011190055945684,0.023604578302367188
ACH-000690,-0.0041323430706515256,-0.0059071058888124335,-0.005578501851587535,-0.0010366148745909987,-0.008968968283311136,-0.005044976376159877,-0.007494243942055956,0.021915243760214996,-0.00597584035943616,-0.007350448630299243,-0.015713915770107896,-0.009243055682951999,0.00040222867921101905,-0.005076699329264742,-0.0025801337449790854,0.002184375697513261,-0.0070892708049664155,-0.007010132713851617,-0.021623184328424746,-0.0051461285905473894,-0.010423833067205839,0.008567309184136873
ACH-000150,-0.0024123093579345683,-0.006448018537521441,0.007998731288497839,0.006141649812248351,-0.0043516971614042995,-0.005947435481399625,-0.0032588599622134055,0.06475906539941192,0.0016674031219743144,-0.002233707820958604,-0.022926788159433453,0.0009945895114397939,0.020864644030395518,0.004704530660802529,-0.0025114947202692856,-0.005071825672066192,-0.006823949667360453,0.0005843430991963415,-0.006181273723602228,0.00036813099696068126,-0.0235452865692007,0.018770642622022066
ACH-000515,-0.005086102421049587,0.002094549511466047,0.00033528969296549847,0.007400578191593777,0.0021088816519846784,-0.004389708026156735,-0.00021108202852739835,0.0033329084342461524,0.021592419102602005,0.006659096343894491,-0.0008649877134783849,0.01546061825461071,0.07392344861199504,0.01990541617808691,0.006097061272380571,0.006845705124933433,0.11830754007278094,0.0078044048079478085,0.006858678229007885,0.0011291438293073908,0.015076195012332663,-0.012512092098245232
ACH-000575,-0.005398587648052561,-0.005328787924792278,-0.007516613688287879,-0.007624990681379947,-0.00823645697745514,-0.006185499889533867,-0.00937729476721467,-0.0021865270657760835,-0.006004744709511147,-0.009599542661317604,-0.011560064777982257,-0.004234324755344098,-0.009526821144599578,-0.003560830799929227,-0.005486987994063743,-0.006108755621634226,-0.013631101305153038,-0.0087726747580003,-0.020779828037706106,-0.006760912996341878,-0.0076964350663050185,0.018951308913661407
ACH-000840,-0.005708450086100408,-0.001029673516412014,-0.006605654289568528,-0.0019325871891981742,-0.0074738349437035966,-0.0037736530404742373,-0.006045670407499784,0.014012965998943487,0.00018297589071303478,-0.005270309068886129,-0.007582300262596398,0.0004534537975123266,0.016910726542739854,-0.006869408111289957,-0.004429249441423497,-0.0033556700773445507,-0.004347950829316355,-0.007150262692535381,-0.008826615798898403,0.003390277221698596,-0.009418213098664937,0.036878972750797594
ACH-000276,0.01796895211759761,0.00032983647159680156,0.0019244691302326726,0.005993445382005988,-0.006618750226973038,-0.0011555882876620707,-0.0024425056219699046,0.034122389267847886,0.0009734335850113694,0.0026959151267672266,-0.005692274850386734,0.012492542157683651,0.04149616740287888,0.0014965334416336153,0.012885427281775772,-0.002375825712963943,0.016401867279159328,9.843793871205028e-05,-0.004890829262101777,0.0016060011679244132,0.007552578866307946,0.03599247702907944
ACH-000066,-0.001696039965555716,-0.0033930377510295534,0.00386650087666171,-0.003147693609293054,-0.007326964340074836,-0.00459726882964311,-0.005226396906480275,0.04618347390448069,-0.002543582465872717,-0.006454637985090716,-0.01488005292957539,-0.007155147471250487,0.009257464970040048,-0.0031147139087871426,-0.0043449380411143875,-0.0010529104905830273,-0.004106655207765695,-0.0024620482342530537,-0.009239478577972854,-0.002005818626525337,-0.014330628415397536,0.027403871564888296
ACH-000667,-0.00856941195215367,-0.009140225756695108,-0.006426477530674005,-0.002140491987625233,-0.00955836038867454,-0.005128185986404138,-0.010360941310654887,-0.010735862342266244,-0.00916476323105285,-0.008284529428161005,-0.02227773601481261,-0.003929614178965095,-0.0493252556213523,-0.005581783676728517,-0.004642424771345376,-0.00511984138154118,-0.025704696044176505,-0.010188576464365006,-0.027457931839678547,-0.007817107468311886,-0.016426119028314857,-0.016056339589042935
ACH-000339,-0.0011466916376475557,-0.0059653646310318525,-0.006393079317986233,-0.000167501939546211,-0.008751782152457668,-0.004429718380306574,-0.009423861643063634,-0.010473757211495776,-0.008202703325075014,-0.00586383062292678,-0.016697787986395124,-0.005644598137678583,-0.006639116009349813,-0.0009037807247679609,-0.004977793075041287,-0.003318085863404892,-0.01798521195828487,-0.007081114721319914,-0.020236788677995925,-0.009773558700337606,-0.009044926644066134,0.024984090826137235
ACH-000872,-0.006454588833970332,-0.007389459002208978,-0.001670399976921021,0.0024943477630057476,-0.006780413088623889,-0.005948268257097074,-0.008045297488465076,0.009714797276404062,-0.004949016577359645,-0.009137315870149178,-0.01703988074740658,0.0005437213522479377,-0.017575911238536756,-0.006997918644026724,-0.004168272911250357,-0.00366668433113353,-0.014238671773500428,-0.008133839698260854,-0.024018771256936685,-0.010550273090551055,-0.006013074448106473,-0.002081250366463758
ACH-000467,0.0007225961521183637,-0.006721354433144209,-0.0045085715593064304,-0.0032409509042020668,-0.007910431130800604,-0.0048778597424846346,-0.007003996312583637,0.05199406193391433,-0.0036817152417024084,-0.00546943623044597,-0.014205154733987042,-0.006258942139542621,-0.015243155777786732,-0.0028621363010927115,-0.00486585416168627,-0.005155072092225568,-0.011407416667878797,-0.0014122916951472004,-0.01094612581844126,-0.0045071991649782185,0.00010513503873471665,-0.022929155886125943
ACH-000668,0.002435075546172078,-0.0015168130890693217,0.00018274912120653478,-0.005541470472751638,-0.008919197483094282,-0.0009688079613059174,-0.006553466988691404,0.049829984894356166,-0.005892918793960935,-0.004893210373096393,0.002124242993910758,-0.00028666853396071854,0.004743374068641076,-0.001646768576469519,-0.005273761911012022,-0.004395276281882712,-0.015001416383037841,-0.008137909648499064,-0.006882921645325808,-0.006943351825093528,-0.01997895194054628,0.015074001796593028
ACH-000562,-0.0020798201340296997,-0.00461615596304185,-0.0024863698221654373,-0.0017593967375955357,-0.006606325512555648,-0.005798326868811281,-0.008306123753352797,0.033349247185999575,-0.0037545602776503564,-0.006745789243597812,-0.012017114347261156,-0.004129373200494298,-0.006911909819318624,-8.768685708033527e-05,-0.004400185225076784,-0.0033736801877325097,-0.019749679679274167,-0.007192377305649443,-0.009693743249690641,-0.0027908972398565843,-0.007907696227479402,0.0016151508834355843
ACH-000029,-0.000837249149563679,-0.006105243135291535,0.004113379175684487,0.003969933143110709,-0.007056742145730553,-0.004983825935235383,-0.00597799946068579,0.037016800614500654,-0.004216450993441311,-0.0066129491880421954,-0.014803040432522938,-0.003763541889301139,-0.02165311309973705,-0.0020852947378104288,-0.004505979624307867,0.0025039707541165083,-0.018418952532354222,-0.00455811125326782,-0.013397791966683573,-0.007755350786136635,-0.0045193271377707124,-0.004146737785073606
ACH-000012,0.002710012140820678,0.00253674233003726,-0.0015823743389131724,0.003558530437173866,-0.007203390077995961,-0.004724275854024302,-0.0069040750514051865,0.02184551534427299,0.00015139976965329634,-0.007164966563039372,0.016154913331940506,-0.0067264610345401194,-0.0035698492216732565,-0.0038639759765387994,-0.005485907668773762,-0.0035868279300306093,-0.014888416434361715,-0.008298120133449686,-0.004547814545082311,-0.00014100055558701786,-0.008274502730295166,0.011588354952005248
ACH-000454,-0.0046673269630453755,-0.004424533572072015,-0.006936560307088327,-0.005124208307438246,-0.009838043569749799,-0.001903536383194683,-0.006249602837683453,0.020949428509104504,-0.005831656570649931,-0.00711578720822082,-0.003917966164048985,-0.006461135423678408,-0.004505392681880327,-0.0038681297860396727,-0.005157790299926851,0.0070418598940326675,-0.0016728209085466914,-0.008198868868112321,-0.011901296488909073,-0.008573058542046652,-0.0025730183354562655,0.0047586586215858226
ACH-000971,-0.008242680844370852,-0.0008185647366684584,-0.007705646888673481,0.01603060807926812,-0.005404334925753346,-0.003243296261014739,-0.008459797957771699,0.012750491941051847,-0.0064770986728459965,-0.005951212257971602,0.007660627904612513,-0.005054618825391582,0.015567929378479872,-0.0031636230208467887,-0.005474328169871086,-0.00594508515438536,-0.0077896643379633925,-0.0031640595932545014,-0.010330264269745775,-0.00469955046512711,-0.005020245531880655,0.0026568161483278723
ACH-000997,-0.007983983095302143,-0.000857338632572901,-0.007822529160294219,-0.004681630854874086,-0.00812951129218671,-0.002910212783772768,-0.009582190812092507,0.02323926339783388,-0.009144614257469217,-0.008695985452891464,0.009355293789179691,-0.004555933950691294,0.015311577343890425,-0.003705355152133907,-0.005799475093432148,-0.006378809742099749,-0.014995887835880139,-0.008953019815489734,-0.010374289133162474,-0.0074167751752084515,-0.0037992218358807723,-0.0018022164329461166
ACH-000267,0.0035791379750881674,-0.0009787169557925123,-0.002060946868538832,-0.0010176474353166703,-0.007444476392838635,-0.00030091058825002106,0.014517416744033871,-0.02290373772882434,0.00952555817963968,0.03409484791615654,-0.018402734421998038,0.004941496435611318,0.026117762381672745,0.0018974759651094616,-0.001670957725366842,0.003586824698512239,0.0010050137209854202,-0.0012735287486347548,0.05620941581700435,-0.0045600937563566625,4.886333826297318e-05,-0.019028588014217487
ACH-000190,0.0018415306172809476,-0.006916036180782169,-0.008372481930719253,-0.003575323065601184,-0.005100725986104128,-0.006553899100884984,-0.0068009087629273554,-0.02521183392433772,-0.009264289965236918,-0.008216295853304908,-0.016103252705946994,-0.007614486398172552,-0.006561057324066394,-0.004231742194884119,-0.005712169561453642,-0.005153433040840248,-0.004312076380120949,-0.007043785446231502,-0.015201124331421224,-0.004624251800244057,0.00163624857115502,0.020336163320650125
ACH-000643,-0.005037627765195607,-0.008159880031039263,-0.001806093399063681,-0.002255571757798566,-0.005062409553833606,0.0014864289970540742,-0.005895122257973443,0.03206269420719126,-0.003328930601959071,-0.005475446409092926,-0.02927990767045204,-0.00964975236418631,-0.04320856016159659,-0.004454013595833418,-0.0021099872221406846,-0.0033636650430200025,-0.011034081249278273,-0.007494244971950973,-0.019304179114987996,-0.004681122229961475,-0.015124407106279972,-0.0134721457419395
